@relation MultiLabelData_6

@attribute Att1 numeric
@attribute Att2 numeric
@attribute Att3 numeric
@attribute Att4 numeric
@attribute Att5 numeric
@attribute Att6 numeric
@attribute Att7 numeric
@attribute Att8 numeric
@attribute Att9 numeric
@attribute Att10 numeric
@attribute Att11 numeric
@attribute Att12 numeric
@attribute Att13 numeric
@attribute Att14 numeric
@attribute Att15 numeric
@attribute Att16 numeric
@attribute Att17 numeric
@attribute Att18 numeric
@attribute Att19 numeric
@attribute Att20 numeric
@attribute Att21 numeric
@attribute Att22 numeric
@attribute Att23 numeric
@attribute Att24 numeric
@attribute Att25 numeric
@attribute Att26 numeric
@attribute Att27 numeric
@attribute Att28 numeric
@attribute Att29 numeric
@attribute Att30 numeric
@attribute Att31 numeric
@attribute Att32 numeric
@attribute Att33 numeric
@attribute Att34 numeric
@attribute Att35 numeric
@attribute Att36 numeric
@attribute Att37 numeric
@attribute Att38 numeric
@attribute Att39 numeric
@attribute Att40 numeric
@attribute Att41 numeric
@attribute Att42 numeric
@attribute Att43 numeric
@attribute Att44 numeric
@attribute Att45 numeric
@attribute Att46 numeric
@attribute Att47 numeric
@attribute Att48 numeric
@attribute Att49 numeric
@attribute Att50 numeric
@attribute Att51 numeric
@attribute Att52 numeric
@attribute Att53 numeric
@attribute Att54 numeric
@attribute Att55 numeric
@attribute Att56 numeric
@attribute Att57 numeric
@attribute Att58 numeric
@attribute Att59 numeric
@attribute Att60 numeric
@attribute Att61 numeric
@attribute Att62 numeric
@attribute Att63 numeric
@attribute Att64 numeric
@attribute Att65 numeric
@attribute Att66 numeric
@attribute Att67 numeric
@attribute Att68 numeric
@attribute Att69 numeric
@attribute Att70 numeric
@attribute Att71 numeric
@attribute Att72 numeric
@attribute Att73 numeric
@attribute Att74 numeric
@attribute Att75 numeric
@attribute Att76 numeric
@attribute Att77 numeric
@attribute Att78 numeric
@attribute Att79 numeric
@attribute Att80 numeric
@attribute Att81 numeric
@attribute Att82 numeric
@attribute Att83 numeric
@attribute Att84 numeric
@attribute Att85 numeric
@attribute Att86 numeric
@attribute Att87 numeric
@attribute Att88 numeric
@attribute Att89 numeric
@attribute Att90 numeric
@attribute Att91 numeric
@attribute Att92 numeric
@attribute Att93 numeric
@attribute Att94 numeric
@attribute Att95 numeric
@attribute Att96 numeric
@attribute Att97 numeric
@attribute Att98 numeric
@attribute Att99 numeric
@attribute Att100 numeric
@attribute Att101 numeric
@attribute Att102 numeric
@attribute Att103 numeric
@attribute Class1 {0,1}
@attribute Class2 {0,1}
@attribute Class3 {0,1}
@attribute Class4 {0,1}
@attribute Class5 {0,1}
@attribute Class6 {0,1}
@attribute Class7 {0,1}
@attribute Class8 {0,1}
@attribute Class9 {0,1}
@attribute Class10 {0,1}
@attribute Class11 {0,1}
@attribute Class12 {0,1}
@attribute Class13 {0,1}
@attribute Class14 {0,1}

@data
-0.07704,-0.146918,-0.077057,0.014948,0.15248,0.095893,0.189253,0.025231,-0.045482,-0.171711,-0.035429,-0.001918,0.124583,0.052725,0.175326,0.042855,0.103813,-0.117691,-0.220443,-0.111298,-0.122134,-0.043388,-0.010797,0.105585,0.209016,0.11017,0.041385,-0.004505,0.060732,0.019806,-0.008601,-0.028562,-0.075375,-0.032559,-0.00434,-0.036245,0.035976,0.056459,0.034261,0.01975,-0.014611,-0.0357,-0.040492,0.091476,0.039328,0.055259,0.028558,-0.089482,0.210527,0.122796,0.043003,-0.031267,-0.048385,0.095851,-0.12148,-0.111172,0.145629,0.007678,0.050428,-0.068021,-0.182282,-0.122982,0.022084,0.014555,0.025898,-0.121625,0.057785,-0.015066,0.057945,-0.14807,-0.04811,-0.061962,0.062702,0.129766,0.134701,0.110208,0.153172,-0.086086,-0.111489,0.073688,-0.060639,0.020027,-0.020648,-0.089897,-0.050621,0.017866,-0.054117,-0.03311,-0.065434,-0.009091,-0.079328,-0.0599,0.009042,-0.057017,-0.05902,0.32228,-0.012812,-0.059007,-0.030188,0.342444,-0.055198,-0.012023,-0.020902,1,1,0,0,1,1,0,0,0,0,0,1,1,0
-0.050388,-0.142482,-0.149723,-0.129374,-0.05214,-0.049922,-0.018357,-0.045729,0.023254,-0.004738,0.017208,-0.034843,-0.209084,0.051846,0.036794,0.079417,-0.057469,-0.067039,-0.130687,0.155566,0.111844,0.071252,0.02196,0.058407,0.114491,0.16487,0.107127,0.170565,0.067659,0.06184,0.050423,0.123342,0.027442,-0.007087,-0.066183,0.080584,0.067336,0.030277,-8.9e-05,-0.072953,-0.016133,0.054595,-0.007911,-0.170873,-0.031081,-0.108976,-0.084046,-0.071179,0.004607,0.073592,0.082491,0.085684,0.137429,-0.141701,-0.005436,0.059471,0.02178,0.028791,0.040463,-0.059092,-0.007126,0.044383,0.064528,0.227186,-0.074607,-0.145263,-0.002494,-0.036477,0.027295,-0.000351,0.017054,0.107373,0.048426,-0.009454,-0.165609,-0.076937,-0.138097,-0.20103,-0.128727,-0.049388,-0.066276,0.126025,0.360796,-0.055353,0.059745,-0.059061,-0.061141,-0.044156,-0.071234,0.138958,0.238197,0.059537,-0.072709,-0.065615,-0.064717,-0.060556,-0.064276,0.090598,0.017514,-0.070774,0.156126,-0.044059,-0.152315,0,0,0,0,0,0,1,1,0,0,0,1,1,0
0.049567,0.022714,0.162411,0.054446,0.053646,0.31323,0.0798,-0.070766,-0.172404,0.022816,-0.111962,0.153932,0.150277,0.101972,0.141441,0.009707,0.141478,0.066883,0.14743,0.010795,-0.152276,-0.231168,-0.025036,0.036959,0.030261,0.008922,-0.028285,-0.103699,-0.042943,0.069428,0.037874,-0.013991,0.035655,-0.007922,0.014005,-0.167739,-0.134586,-0.069611,0.121555,0.203853,-0.106707,-0.303715,-0.142531,0.018327,-0.107009,0.021482,-0.061589,-0.0824,-0.052384,-0.098823,-0.107292,-0.144961,-0.100598,0.084509,-0.105804,-0.078627,0.014468,-0.047323,-0.096092,-0.041782,0.049149,-0.014258,-0.082428,0.083992,0.17985,0.022337,-0.01782,0.134963,-0.002469,0.166054,0.151833,0.082801,0.010559,0.023039,-0.004743,0.041612,0.169322,0.08067,0.056756,-0.042899,-0.005956,0.096025,0.01355,-0.032777,-0.030324,-0.01232,-0.056349,-0.012759,-0.041605,-0.022434,-0.031901,-0.023908,-0.015399,0.162748,-0.061991,-0.057883,-0.038224,0.035552,-0.039974,-0.060043,0.022219,0.013867,0.108974,0,0,0,0,1,1,1,1,1,0,0,1,1,0
-0.02318,0.336063,-0.07736,0.07064,-0.058824,-0.010489,0.009503,0.047447,-0.074013,0.092428,-0.11649,0.111588,0.02091,0.150295,-0.042962,0.101522,0.074733,0.068047,-0.030008,0.02067,0.044746,-0.01902,-0.074834,0.003495,-0.008631,-0.067655,-0.265195,-0.108269,0.031881,-0.065409,-0.004619,-0.062286,-0.009739,-0.018104,-0.114685,-0.086272,-0.080294,-0.137481,-0.001609,0.018168,0.217801,-0.089084,-0.185525,0.072266,-0.216634,-0.0677,-0.081022,0.097959,0.100652,0.095773,0.07132,0.054477,0.044298,0.006799,-0.009953,-0.031601,0.070193,0.107786,0.196513,-0.029937,0.04653,-0.101633,0.001937,0.137255,0.043972,0.033125,-0.06366,-0.065492,-0.106791,0.028852,-0.129258,-0.050329,0.032217,0.060036,-0.018087,0.023245,-0.074269,-0.05428,0.000847,-0.070173,-0.04403,0.027453,4e-04,-0.109773,0.10622,-0.083512,-0.082562,-0.084388,-0.091911,0.140083,-0.104306,-0.068036,0.250446,-0.028375,-0.08427,0.044481,0.095886,0.046422,0.050881,0.295494,0.084985,-0.070957,-0.115625,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0.133816,-0.013665,-0.077569,0.018192,0.029811,-0.076347,0.012681,-0.011058,0.036086,-0.089359,-0.062909,-0.031987,0.085691,-0.096746,-0.03115,-0.00644,-0.02801,-0.029028,-0.060761,0.019794,0.050274,0.022772,0.015168,0.033476,-0.028075,-0.021183,0.0734,0.148391,-0.118026,-0.023438,0.025683,-0.068043,0.0483,-0.215906,-0.029446,0.130684,0.100643,-0.113789,-0.278937,-0.105141,0.062825,0.076315,-0.062313,-0.098006,-0.146612,-0.130345,-0.096405,0.148057,0.14049,0.037477,-0.021807,0.010223,-0.043944,0.154797,-0.014661,-0.037157,0.021467,-0.084256,0.076774,-0.002099,0.258688,0.103348,0.162396,0.203455,-0.000225,-0.123262,0.029028,0.028515,-0.013348,0.09029,0.018186,-0.009024,0.101574,-0.024244,-0.044842,-0.098184,-0.10355,-0.010451,0.018629,-0.072974,-0.089113,0.147789,0.187422,-0.07335,-0.055241,0.111196,-0.085718,-0.04058,-0.095281,-0.05685,-0.083293,-0.019491,0.308628,-0.075847,-0.087386,0.065112,-0.086057,-0.048776,-0.005585,0.0682,-0.031957,0.293532,-0.068694,0,0,1,1,0,0,0,0,0,0,0,1,1,0
-0.048791,0.057039,-0.045923,0.030424,-0.098102,-0.112414,-0.071982,-0.072401,0.022102,-0.058202,0.011637,0.031019,-0.019655,-0.024515,-0.045238,0.071251,-0.119823,-0.01115,0.084206,0.042702,0.067792,0.091748,-0.041301,0.006988,0.045462,-0.056396,-0.023564,0.019006,-0.055531,0.084665,0.081938,0.018458,0.178324,0.126802,-0.007973,0.069445,0.079497,0.076211,0.059732,-0.030484,-0.048706,0.110922,0.049961,-0.049227,0.087011,-0.005821,-0.012286,-0.002848,-0.066298,-0.155429,-0.170536,-0.203614,-0.052058,0.04063,-0.074784,0.074798,-0.077739,-0.072302,0.069203,0.039285,0.102186,0.024141,-0.018158,-0.029064,-0.111441,-0.070631,-0.037844,-0.028129,0.069627,0.092259,0.013746,0.201257,-0.011788,0.079588,-0.045898,-0.025195,-0.075311,0.050575,0.096543,0.152569,0.107741,-0.059185,-0.04916,-0.079192,-0.043288,-0.040324,-0.034546,-0.047565,-0.047876,-0.070044,-0.058995,-0.04437,-0.059117,-0.049922,-0.053751,0.377348,0.097822,0.086994,-0.047519,-0.057976,-0.047061,0.527134,-0.146615,0,0,1,1,0,0,0,0,0,1,1,1,1,0
-0.165271,0.023532,-0.103855,-0.011604,-0.23344,0.081617,-0.221638,-0.009753,0.093004,-0.008493,0.009776,-0.104948,-0.061862,-0.121284,-0.199661,0.0144,0.103846,0.0688,0.037099,0.126889,-0.059197,-0.014471,-0.021707,-0.030174,-0.015227,-0.096793,-0.078234,-0.106006,0.021609,-0.098595,0.006926,0.02751,0.051927,0.087702,0.030877,-0.031409,-0.025736,0.011892,0.011762,-0.071277,0.053704,-0.008548,0.076452,0.09471,0.074392,-0.007775,0.095009,0.089497,0.138608,0.004046,-0.019573,-0.0242,0.046468,0.161998,-0.024017,0.018342,-0.00026,-0.063168,0.458315,-0.081384,-0.036551,-0.029704,0.01234,0.030274,0.031532,0.086007,0.029805,-0.038287,-0.228045,-0.01651,-0.044031,-0.043024,-0.116997,0.156627,-0.027009,-0.022737,-0.075132,0.049237,0.02835,-0.046092,0.020026,-0.063472,-0.109928,0.119413,-0.011274,-0.097532,-0.08837,0.123759,0.158046,0.129516,0.106114,-0.131449,0.039046,-0.144104,0.020832,0.165026,-0.004258,-0.013667,-0.123428,-0.126761,0.074239,0.146438,-0.067871,0,0,0,0,0,0,0,0,0,1,1,1,1,0
0.00187,0.167291,0.019172,0.012478,-0.031778,0.056048,0.028169,0.048969,-0.011554,-0.063378,-0.094143,-0.138672,0.010395,-0.079765,-0.021731,-0.14538,0.023911,-0.103057,0.018602,-0.090032,-0.026318,0.011248,-0.076616,0.010244,0.05254,-0.016474,-0.004028,-0.086976,0.028669,-0.060039,-0.052285,-0.10975,0.019532,-0.027443,0.048228,0.041429,0.06976,0.113964,0.142799,0.161547,0.16427,0.166989,0.208446,0.017165,0.137127,0.198442,0.253252,-0.071896,-0.010632,-0.08247,-0.036113,-0.036573,-0.033367,0.005002,-0.022834,-0.004394,-0.077612,-0.075417,-0.046015,-0.095192,0.028591,-0.156986,-0.216206,-0.072817,-0.004477,0.189161,0.022481,-0.090525,-0.091189,0.002623,0.022229,-0.071322,-0.047621,-0.038739,-0.066316,0.017298,0.054664,0.037663,0.037794,-0.155045,-0.168075,0.108331,0.043975,0.052195,0.173362,0.136439,0.049606,0.120663,0.210489,-0.085205,-0.062282,0.129643,-0.158076,0.14953,-0.165798,0.008753,-0.161341,-0.159853,0.076052,0.056218,0.048794,0.120069,-0.093494,0,0,0,1,1,0,0,0,0,0,0,1,1,0
-0.045525,0.147831,0.086465,0.169033,-0.04019,-0.019367,-0.098425,0.079765,0.017104,0.092502,0.129181,0.015547,0.046313,0.11896,0.147865,-0.006522,-0.031387,0.009238,0.040719,-0.061741,-0.125493,0.044018,-0.117874,0.10756,-0.019121,-0.311036,-0.191104,-0.171314,-0.24603,-0.04679,-0.250289,-0.196092,-0.025879,0.024165,-0.01971,0.170691,0.074154,0.007241,0.011468,-0.06153,0.053279,0.028725,0.006069,0.070864,-0.048518,-0.065619,-0.076919,0.0977,0.113494,0.052089,-0.005924,-0.036713,-0.074225,0.060932,-0.041648,-0.156215,0.108404,0.135454,0.071666,0.053855,0.067005,0.04165,-0.081071,0.151747,-0.12512,-0.027472,-0.197656,0.031206,0.130096,0.147712,0.154766,0.00941,0.052983,0.001949,0.066658,-0.065357,-0.043923,-0.201166,-0.166372,-0.007265,-0.029411,-0.04729,-0.020846,-0.038683,-0.011727,-0.009656,-0.019303,-0.040127,-0.027785,-0.038139,-0.04257,-0.026425,-0.043102,-0.01617,-0.027895,0.002423,-0.029339,-0.019234,0.001918,0.237213,-0.031934,0.0135,0.098223,1,1,0,0,0,0,0,0,0,0,0,1,1,0
0.045843,0.047111,0.066976,0.061075,0.025897,0.061024,0.014638,0.066266,0.036684,0.033377,0.03136,0.061705,0.022874,0.076804,0.042355,0.068504,0.011589,0.045473,0.020701,0.069846,0.084761,0.102705,0.040535,0.04138,0.043179,-0.025692,-0.035765,-0.022782,-0.015518,-0.010935,0.002708,0.035525,-0.256301,-0.185342,-0.256768,-0.307399,-0.310859,-0.178669,-0.020966,-0.043268,-0.112271,-0.159222,-0.127402,-0.017191,0.071288,0.121655,0.121828,0.012851,0.029719,0.047728,0.030293,0.03403,0.050817,0.008945,-0.011865,0.011809,0.058115,0.060981,-0.025162,-0.011853,0.048008,0.051495,-0.018608,0.026342,0.074837,0.088452,-0.070206,-0.119253,0.017683,-0.048604,0.023879,0.045994,-0.017941,0.006575,-0.020358,0.015893,0.005102,0.003024,0.030072,-0.011697,0.114611,-0.041851,-0.030376,-0.054307,0.323086,-0.014605,0.474458,-0.035334,-0.031043,-0.043135,-0.042666,-0.026314,-0.037868,-0.019693,-0.027035,0.055806,-0.027892,-0.028195,-0.020917,-0.037889,-0.030586,0.002296,-0.125904,0,1,1,0,0,0,0,0,0,0,0,1,1,0
