@relation R_data_frame

@attribute alpha_0 numeric
@attribute alpha_7 numeric
@attribute alpha_14 numeric
@attribute alpha_21 numeric
@attribute alpha_28 numeric
@attribute alpha_35 numeric
@attribute alpha_42 numeric
@attribute alpha_49 numeric
@attribute alpha_56 numeric
@attribute alpha_63 numeric
@attribute alpha_70 numeric
@attribute alpha_77 numeric
@attribute alpha_84 numeric
@attribute alpha_91 numeric
@attribute alpha_98 numeric
@attribute alpha_105 numeric
@attribute alpha_112 numeric
@attribute alpha_119 numeric
@attribute elu_0 numeric
@attribute elu_30 numeric
@attribute elu_60 numeric
@attribute elu_90 numeric
@attribute elu_120 numeric
@attribute elu_150 numeric
@attribute elu_180 numeric
@attribute elu_210 numeric
@attribute elu_240 numeric
@attribute elu_270 numeric
@attribute elu_300 numeric
@attribute elu_330 numeric
@attribute elu_360 numeric
@attribute elu_390 numeric
@attribute cdc15_10 numeric
@attribute cdc15_30 numeric
@attribute cdc15_50 numeric
@attribute cdc15_70 numeric
@attribute cdc15_90 numeric
@attribute cdc15_110 numeric
@attribute cdc15_130 numeric
@attribute cdc15_150 numeric
@attribute cdc15_170 numeric
@attribute cdc15_190 numeric
@attribute cdc15_210 numeric
@attribute cdc15_230 numeric
@attribute cdc15_250 numeric
@attribute cdc15_270 numeric
@attribute cdc15_290 numeric
@attribute spo_0 numeric
@attribute spo_2 numeric
@attribute spo_5 numeric
@attribute spo_7 numeric
@attribute spo_9 numeric
@attribute spo_11 numeric
@attribute spo5_2 numeric
@attribute spo5_7 numeric
@attribute spo5_11 numeric
@attribute spo__early numeric
@attribute spo__mid numeric
@attribute heat_0 numeric
@attribute heat_10 numeric
@attribute heat_20 numeric
@attribute heat_40 numeric
@attribute heat_80 numeric
@attribute heat_160 numeric
@attribute dtt_15 numeric
@attribute dtt_30 numeric
@attribute dtt_60 numeric
@attribute dtt_120 numeric
@attribute cold_0 numeric
@attribute cold_20 numeric
@attribute cold_40 numeric
@attribute cold_160 numeric
@attribute diau_540 numeric
@attribute diau_660 numeric
@attribute diau_780 numeric
@attribute diau_900 numeric
@attribute diau_1020 numeric
@attribute diau_1140 numeric
@attribute diau_1260 numeric
@attribute class_01.01.03_level3 numeric
@attribute class_01.01.05_level3 numeric
@attribute class_01.01.06_level3 numeric
@attribute class_01.01.09_level3 numeric
@attribute class_01.01.11_level3 numeric
@attribute class_01.01.13_level3 numeric
@attribute class_01.02.02_level3 numeric
@attribute class_01.02.03_level3 numeric
@attribute class_01.02.07_level3 numeric
@attribute class_01.03.01_level3 numeric
@attribute class_01.03.04_level3 numeric
@attribute class_01.03.07_level3 numeric
@attribute class_01.03.10_level3 numeric
@attribute class_01.03.13_level3 numeric
@attribute class_01.03.16_level3 numeric
@attribute class_01.04.04_level3 numeric
@attribute class_01.05.02_level3 numeric
@attribute class_01.05.03_level3 numeric
@attribute class_01.05.05_level3 numeric
@attribute class_01.05.06_level3 numeric
@attribute class_01.05.09_level3 numeric
@attribute class_01.05.11_level3 numeric
@attribute class_01.05.13_level3 numeric
@attribute class_01.05.25_level3 numeric
@attribute class_01.06.02_level3 numeric
@attribute class_01.06.05_level3 numeric
@attribute class_01.06.06_level3 numeric
@attribute class_01.06.10_level3 numeric
@attribute class_01.07.01_level3 numeric
@attribute class_01.07.03_level3 numeric
@attribute class_01.07.04_level3 numeric
@attribute class_01.07.07_level3 numeric
@attribute class_01.20.05_level3 numeric
@attribute class_01.20.15_level3 numeric
@attribute class_01.20.17_level3 numeric
@attribute class_01.20.19_level3 numeric
@attribute class_01.20.31_level3 numeric
@attribute class_01.20.37_level3 numeric
@attribute class_02.01.03_level3 numeric
@attribute class_02.07.01_level3 numeric
@attribute class_02.11.05_level3 numeric
@attribute class_02.13.01_level3 numeric
@attribute class_02.13.03_level3 numeric
@attribute class_02.16.01_level3 numeric
@attribute class_02.16.03_level3 numeric
@attribute class_02.16.11_level3 numeric
@attribute class_02.16.13_level3 numeric
@attribute class_02.45.11_level3 numeric
@attribute class_02.45.15_level3 numeric
@attribute class_10.01.02_level3 numeric
@attribute class_10.01.03_level3 numeric
@attribute class_10.01.05_level3 numeric
@attribute class_10.01.09_level3 numeric
@attribute class_10.01.11_level3 numeric
@attribute class_10.03.01_level3 numeric
@attribute class_10.03.02_level3 numeric
@attribute class_10.03.03_level3 numeric
@attribute class_10.03.04_level3 numeric
@attribute class_10.03.05_level3 numeric
@attribute class_11.02.01_level3 numeric
@attribute class_11.02.02_level3 numeric
@attribute class_11.02.03_level3 numeric
@attribute class_11.04.01_level3 numeric
@attribute class_11.04.02_level3 numeric
@attribute class_11.04.03_level3 numeric
@attribute class_11.06.01_level3 numeric
@attribute class_11.06.02_level3 numeric
@attribute class_11.06.03_level3 numeric
@attribute class_12.01.01_level3 numeric
@attribute class_12.04.01_level3 numeric
@attribute class_12.04.02_level3 numeric
@attribute class_12.04.03_level3 numeric
@attribute class_14.07.01_level3 numeric
@attribute class_14.07.02_level3 numeric
@attribute class_14.07.03_level3 numeric
@attribute class_14.07.04_level3 numeric
@attribute class_14.07.05_level3 numeric
@attribute class_14.07.07_level3 numeric
@attribute class_14.07.09_level3 numeric
@attribute class_14.07.11_level3 numeric
@attribute class_14.13.01_level3 numeric
@attribute class_14.13.04_level3 numeric
@attribute class_16.03.01_level3 numeric
@attribute class_16.03.03_level3 numeric
@attribute class_16.13.01_level3 numeric
@attribute class_16.13.03_level3 numeric
@attribute class_16.17.07_level3 numeric
@attribute class_16.17.09_level3 numeric
@attribute class_16.19.03_level3 numeric
@attribute class_16.19.05_level3 numeric
@attribute class_16.21.05_level3 numeric
@attribute class_16.21.07_level3 numeric
@attribute class_16.21.08_level3 numeric
@attribute class_16.21.11_level3 numeric
@attribute class_16.21.15_level3 numeric
@attribute class_16.21.17_level3 numeric
@attribute class_18.01.01_level3 numeric
@attribute class_18.01.07_level3 numeric
@attribute class_18.02.01_level3 numeric
@attribute class_18.02.03_level3 numeric
@attribute class_18.02.05_level3 numeric
@attribute class_18.02.09_level3 numeric
@attribute class_20.01.01_level3 numeric
@attribute class_20.01.03_level3 numeric
@attribute class_20.01.07_level3 numeric
@attribute class_20.01.09_level3 numeric
@attribute class_20.01.10_level3 numeric
@attribute class_20.01.11_level3 numeric
@attribute class_20.01.13_level3 numeric
@attribute class_20.01.15_level3 numeric
@attribute class_20.01.17_level3 numeric
@attribute class_20.01.21_level3 numeric
@attribute class_20.01.23_level3 numeric
@attribute class_20.01.25_level3 numeric
@attribute class_20.01.26_level3 numeric
@attribute class_20.01.27_level3 numeric
@attribute class_20.03.01_level3 numeric
@attribute class_20.03.02_level3 numeric
@attribute class_20.03.22_level3 numeric
@attribute class_20.03.25_level3 numeric
@attribute class_20.09.01_level3 numeric
@attribute class_20.09.03_level3 numeric
@attribute class_20.09.04_level3 numeric
@attribute class_20.09.05_level3 numeric
@attribute class_20.09.07_level3 numeric
@attribute class_20.09.13_level3 numeric
@attribute class_20.09.14_level3 numeric
@attribute class_20.09.16_level3 numeric
@attribute class_20.09.18_level3 numeric
@attribute class_30.01.05_level3 numeric
@attribute class_30.01.09_level3 numeric
@attribute class_30.05.01_level3 numeric
@attribute class_30.05.02_level3 numeric
@attribute class_32.01.01_level3 numeric
@attribute class_32.01.03_level3 numeric
@attribute class_32.01.04_level3 numeric
@attribute class_32.01.05_level3 numeric
@attribute class_32.01.06_level3 numeric
@attribute class_32.01.07_level3 numeric
@attribute class_32.01.09_level3 numeric
@attribute class_32.01.11_level3 numeric
@attribute class_32.01.13_level3 numeric
@attribute class_32.05.01_level3 numeric
@attribute class_32.05.05_level3 numeric
@attribute class_32.07.01_level3 numeric
@attribute class_32.07.03_level3 numeric
@attribute class_32.07.07_level3 numeric
@attribute class_34.01.01_level3 numeric
@attribute class_34.01.03_level3 numeric
@attribute class_34.07.01_level3 numeric
@attribute class_34.07.02_level3 numeric
@attribute class_34.11.03_level3 numeric
@attribute class_34.11.09_level3 numeric
@attribute class_34.11.11_level3 numeric
@attribute class_34.11.12_level3 numeric
@attribute class_40.01.03_level3 numeric
@attribute class_40.01.05_level3 numeric
@attribute class_40.10.02_level3 numeric
@attribute class_41.01.01_level3 numeric
@attribute class_42.04.03_level3 numeric
@attribute class_42.04.05_level3 numeric
@attribute class_42.10.03_level3 numeric
@attribute class_42.10.05_level3 numeric
@attribute class_42.10.07_level3 numeric
@attribute class_43.01.03_level3 numeric

@data
-0.17,-0.32,-0.34,-0.42,-0.25,-0.3,0.19,0.26,0.1,-0.23,0.2,-0.29,-0.2,-0.07,0.29,0.68,-0.1,0.29,-0.49,-0.45,-0.3,-0.03,-0.2,-0.38,-0.27,-0.07,0.07,0.03,-0.58,0.03,-0.03,-0.32,?,0.25,-0.09,0.33,0.2,0.15,-0.04,-0.22,0.26,0.54,0.26,0.69,0.16,-0.2,-1,0.14,0.16,0.43,0.3,-0.58,0.4,-0.36,-0.1,-0.36,0.5,0.74,0.03,-0.07,0.46,0.1,0.12,0.01,-0.15,-0.79,-0.34,-0.67,-0.01,-0.27,0.37,-0.49,?,0.25,0.24,-0.36,-0.3,0.24,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.06,-0.23,0.4,0.3,0.32,0.24,0.21,0.21,-0.03,-0.27,-0.06,-0.23,-0.01,-0.23,0.21,-0.29,0.18,-0.15,0.82,0.12,0.11,0.3,-0.17,-0.58,-0.4,-0.2,-0.14,-0.43,-0.62,-0.1,0.3,-0.09,-0.58,-1.06,-0.74,-0.32,-0.4,-0.25,-0.51,-0.34,-0.22,-0.42,-0.32,-0.25,-0.51,-0.58,-0.14,-0.04,0.24,0.41,0.25,0.56,1.28,-0.32,0.15,0.41,-0.06,-0.34,0.04,0.9,0.33,0.14,0.39,-0.03,0.04,-0.43,-0.03,?,0.08,0.03,-0.56,-0.38,0.23,0.16,0.34,-0.6,-0.07,1.74,1.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1,-0.25,0.01,-0.09,0.03,0.01,-0.17,0.18,0.41,-0.03,0.45,0.4,-0.6,-0.1,0.07,0.4,-0.14,-0.15,-0.79,-0.29,-0.23,0.34,-0.04,0.1,0.07,?,-0.25,-0.14,-0.06,-0.43,-0.4,-0.1,0.14,0.19,-0.25,-0.18,-0.84,-0.54,-0.29,0.36,0.36,-1.03,-0.81,0.46,-0.86,0.06,-0.92,0.14,-0.43,0.2,0.88,0.75,0.73,-0.84,0.63,0.3,-0.23,-0.01,-0.09,-0.32,-0.04,0.21,-0.12,0.06,-0.43,-0.3,-0.27,-0.36,-0.09,-0.01,-0.07,0.62,0.32,0.16,0.24,-0.49,-0.42,-0.22,-0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.43,-0.74,-0.32,-0.34,-0.1,0.18,-0.22,-0.17,-0.07,-0.29,0.08,-0.18,-0.3,-0.25,0.38,0.08,?,-0.25,-0.62,-0.58,-0.6,-0.07,-0.49,-0.71,-0.6,-0.56,-0.12,-0.14,-0.49,-0.03,-0.34,-0.25,0.08,?,-0.18,-0.09,0.07,0.23,0.01,-0.22,-0.07,-0.22,-0.25,-0.71,-0.27,-0.38,-0.36,-0.4,-0.15,0.48,1.12,0.88,0.85,-0.67,0.2,?,0.26,0.59,0.07,-0.18,-0.12,0.32,0.34,0.34,-0.79,-0.81,-0.81,-0.38,0.26,0.23,-0.14,0.44,-0.01,0.07,-0.06,-0.18,-0.03,-0.54,-0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.04,-0.34,?,0.03,-0.18,-0.09,0.26,-0.06,0.04,-0.15,0.11,-0.18,?,-0.2,0.01,-0.12,-0.17,-0.17,-0.4,-0.14,-0.56,-0.47,-0.29,-0.45,-0.42,-0.29,0.07,?,-0.3,-0.09,-0.18,-0.36,-0.71,-0.34,?,0.03,-0.06,0.28,0.15,-0.04,-0.06,-0.07,-0.1,-0.1,0.04,?,0.14,-0.25,0.31,0.82,1.45,1.2,0.99,-0.25,0.82,0.53,0.44,0.63,-0.67,-0.42,-0.07,-0.56,-0.3,0.01,0.11,-0.04,-0.15,-0.42,-0.2,0.45,-0.54,-0.56,-0.12,-0.22,-0.09,-0.17,0.31,-0.03,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.54,-0.74,-0.86,-0.62,0.11,-0.07,0.38,0.11,0.16,0.18,-0.36,-0.25,-0.2,-0.25,0.26,0.08,0.26,0.1,-1.18,-0.67,-0.6,-0.56,-0.12,0.06,-0.18,0.06,0.2,0.3,-0.32,0.11,-0.45,-0.32,-0.49,-0.64,-0.1,0.31,0.06,-0.06,-0.69,-0.6,-0.09,0.07,-0.25,-0.71,-0.49,-0.94,-0.56,-0.47,0.21,1.51,2.84,2.68,2.53,-1.4,0.77,0.55,1.24,1.78,-0.12,-0.34,-0.1,-0.47,-0.15,0.08,-0.54,-0.34,-0.45,-0.54,-0.01,0.45,-0.69,0.16,-0.14,-0.2,-0.15,-0.36,-0.43,-0.3,-1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.03,-0.06,?,-0.06,0.11,?,0.08,-0.04,-0.25,-0.25,-0.54,-0.18,-0.3,-0.49,-0.23,-0.23,-0.09,0.46,0.07,-0.43,0.01,-0.45,-0.1,-0.09,0.06,-0.12,0.06,-0.17,0.03,0.04,-0.12,-0.09,-0.1,-0.2,-0.12,0.25,0.04,-0.15,0.07,0.24,-0.04,0.23,-0.06,-0.4,0.03,-0.06,?,-0.45,0.72,0.32,2.03,2.02,1.71,0.3,1.18,1.1,0.96,0.2,-0.04,0.16,0.32,-0.22,0.08,0.19,-0.12,-0.34,-0.27,-0.22,-0.1,0.62,?,0.95,-0.14,0.01,0.37,-0.01,-0.17,0.46,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.01,2.53,-0.12,0.03,?,-0.04,0.16,0.1,-0.03,-0.12,-0.29,-0.18,-0.1,-0.45,-0.45,-0.3,-0.25,0.15,-1,-0.64,-0.42,-0.51,-0.47,-0.58,-0.6,-0.47,-0.2,-0.3,-0.17,0.01,-0.14,-0.54,-0.47,-0.58,-0.32,-0.34,-0.64,-0.49,-0.6,0.16,-0.51,-0.71,-0.25,0.82,-0.29,-0.2,-0.22,-0.18,0.1,1.27,1.44,1.2,0.42,-1.4,-0.01,-0.97,0.16,1.02,-0.25,-0.34,0.23,-0.03,-0.04,-0.27,-0.32,0.21,-0.17,-0.3,-0.25,0.5,-0.14,0.04,-0.25,-0.03,-0.04,-0.29,-0.17,0.49,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.6,0.41,0.58,0.5,0.23,0.36,0.1,0.21,0.16,0.08,0.66,0.21,0.33,0.37,0.16,0.16,-0.06,0.1,0.21,-0.17,-0.1,-0.27,-0.27,-0.25,-0.36,-0.22,-0.51,-0.58,-0.3,-0.79,-0.23,-0.09,-0.01,0.72,0.01,-0.71,-0.81,-0.47,-0.3,-0.86,-0.51,-0.23,-0.84,-0.17,-0.38,-0.32,0.03,-0.03,0.61,1.2,1.47,0.96,0.61,-0.42,0.18,-0.1,1.24,1.07,-0.03,0.26,0.41,-0.04,0.08,0.37,0.01,0.6,0.44,-0.6,0.04,0.82,0.94,0.19,-0.38,-0.3,0.12,-0.12,-0.34,0.42,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.15,-0.1,0.2,0.1,-0.23,-0.01,-0.4,0.23,0.43,0.01,0.98,0.36,-0.09,-0.12,0.04,0.31,-0.27,0.15,-0.43,-0.23,-0.27,0.15,0.15,0.06,0.16,0.08,0.07,0.25,?,0.25,0.19,-0.01,-0.03,-0.15,-1.29,-0.89,-0.47,0.06,-0.14,-0.4,-0.23,-0.58,-0.34,-0.01,-0.34,-0.69,-0.6,-0.3,1.7,1.44,0.95,0.34,0.46,-0.22,-0.56,-1.12,2.17,1.58,0.04,-0.03,-0.22,0.99,-0.14,0.32,-0.27,-0.27,-0.43,-0.69,-0.25,-0.45,-0.03,0.07,0.07,0.31,-0.04,-0.22,-0.43,-1.09,-0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
