@relation MultiLabelData_2

@attribute Att1 numeric
@attribute Att2 numeric
@attribute Att3 numeric
@attribute Att4 numeric
@attribute Att5 numeric
@attribute Att6 numeric
@attribute Att7 numeric
@attribute Att8 numeric
@attribute Att9 numeric
@attribute Att10 numeric
@attribute Att11 numeric
@attribute Att12 numeric
@attribute Att13 numeric
@attribute Att14 numeric
@attribute Att15 numeric
@attribute Att16 numeric
@attribute Att17 numeric
@attribute Att18 numeric
@attribute Att19 numeric
@attribute Att20 numeric
@attribute Att21 numeric
@attribute Att22 numeric
@attribute Att23 numeric
@attribute Att24 numeric
@attribute Att25 numeric
@attribute Att26 numeric
@attribute Att27 numeric
@attribute Att28 numeric
@attribute Att29 numeric
@attribute Att30 numeric
@attribute Att31 numeric
@attribute Att32 numeric
@attribute Att33 numeric
@attribute Att34 numeric
@attribute Att35 numeric
@attribute Att36 numeric
@attribute Att37 numeric
@attribute Att38 numeric
@attribute Att39 numeric
@attribute Att40 numeric
@attribute Att41 numeric
@attribute Att42 numeric
@attribute Att43 numeric
@attribute Att44 numeric
@attribute Att45 numeric
@attribute Att46 numeric
@attribute Att47 numeric
@attribute Att48 numeric
@attribute Att49 numeric
@attribute Att50 numeric
@attribute Att51 numeric
@attribute Att52 numeric
@attribute Att53 numeric
@attribute Att54 numeric
@attribute Att55 numeric
@attribute Att56 numeric
@attribute Att57 numeric
@attribute Att58 numeric
@attribute Att59 numeric
@attribute Att60 numeric
@attribute Att61 numeric
@attribute Att62 numeric
@attribute Att63 numeric
@attribute Att64 numeric
@attribute Att65 numeric
@attribute Att66 numeric
@attribute Att67 numeric
@attribute Att68 numeric
@attribute Att69 numeric
@attribute Att70 numeric
@attribute Att71 numeric
@attribute Att72 numeric
@attribute Att73 numeric
@attribute Att74 numeric
@attribute Att75 numeric
@attribute Att76 numeric
@attribute Att77 numeric
@attribute Att78 numeric
@attribute Att79 numeric
@attribute Att80 numeric
@attribute Att81 numeric
@attribute Att82 numeric
@attribute Att83 numeric
@attribute Att84 numeric
@attribute Att85 numeric
@attribute Att86 numeric
@attribute Att87 numeric
@attribute Att88 numeric
@attribute Att89 numeric
@attribute Att90 numeric
@attribute Att91 numeric
@attribute Att92 numeric
@attribute Att93 numeric
@attribute Att94 numeric
@attribute Att95 numeric
@attribute Att96 numeric
@attribute Att97 numeric
@attribute Att98 numeric
@attribute Att99 numeric
@attribute Att100 numeric
@attribute Att101 numeric
@attribute Att102 numeric
@attribute Att103 numeric
@attribute Class1 {0,1}
@attribute Class2 {0,1}
@attribute Class3 {0,1}
@attribute Class4 {0,1}
@attribute Class5 {0,1}
@attribute Class6 {0,1}
@attribute Class7 {0,1}
@attribute Class8 {0,1}
@attribute Class9 {0,1}
@attribute Class10 {0,1}
@attribute Class11 {0,1}
@attribute Class12 {0,1}
@attribute Class13 {0,1}
@attribute Class14 {0,1}

@data
0.085893,0.349541,0.033348,0.065211,0.03513,0.137733,0.082476,0.092669,0.049372,0.089747,-0.02068,0.168992,0.100762,0.091951,-0.013285,0.0466,0.011954,0.054549,0.010479,0.062127,-0.094724,0.025511,-0.032137,0.037857,0.01276,0.000536,0.001617,0.071029,0.089375,0.052966,-0.006648,0.076377,0.029655,0.02669,0.003752,-0.120009,-0.234803,-0.19142,0.082062,0.060094,0.081291,-0.246014,-0.28714,0.150715,0.094183,0.075983,0.056976,0.094257,-0.015722,-0.049084,-0.058928,-0.065745,-0.091884,0.023901,-0.009936,-0.043404,-0.018537,-0.011048,-0.074024,-0.008577,-0.049296,-0.00906,-0.023814,-0.033072,-0.027035,0.085977,-0.012975,0.017895,-0.092251,-0.117623,-0.063379,0.008824,0.096298,0.043489,-0.052835,0.039645,-0.024129,-0.03157,-0.038045,-0.097307,-0.110737,0.012005,-0.111107,0.106366,0.207986,0.149463,0.113692,0.035417,0.019739,0.103112,0.101267,0.074173,-0.104894,0.051207,-0.117103,-0.113311,-0.116773,-0.103671,-0.094777,0.259241,0.138167,-0.006298,-0.116527,1,1,1,1,0,0,0,0,0,0,0,1,1,1
-0.015785,-0.160238,-0.095981,-0.028776,0.02463,0.234712,0.0533,0.054223,-0.09144,0.041524,-0.105592,-0.050551,-0.119451,0.025637,0.044951,-0.052885,0.01284,-0.045746,0.039102,-0.039977,-0.083933,-0.163408,-0.108902,-0.136107,-0.112821,-0.162626,-0.068081,-0.094854,-0.171275,-0.073823,0.017389,-0.156701,-0.025709,-0.060237,-0.050871,-0.021996,-0.018827,-0.048278,-0.054013,0.04645,-0.083311,0.04434,-0.011985,-0.044794,-0.003263,-0.057596,-0.084836,-0.102783,0.178481,0.381636,0.220633,0.188628,0.080479,-0.253682,-0.086624,-0.214428,0.168974,0.275265,-0.060865,-0.034784,-0.098889,0.100458,0.019334,0.105382,-0.153184,-0.03633,-0.069612,0.013859,-2e-06,-0.021558,-0.084779,0.01475,0.010105,0.005808,-0.010505,0.111912,0.0598,-0.024692,0.036886,-0.006231,-0.036732,-0.037637,-0.013809,-0.078071,-0.012128,-0.0013,-0.024558,-0.049552,-0.03912,-0.007674,-0.033892,-0.003088,0.047977,-0.008967,-0.010715,-0.032184,-0.036596,-0.024161,0.047091,-0.041876,0.031919,0.014962,0.146291,0,0,1,1,0,0,0,0,0,0,0,1,1,1
-0.032651,-0.079126,0.071304,-0.052108,0.062682,0.119129,0.079139,-0.047854,0.002304,-0.026356,0.239725,-0.034475,0.033027,-0.011591,0.160257,0.071343,0.08981,-0.005602,-0.116714,-0.011995,-0.093856,-0.080438,-0.016322,-0.129893,-0.120366,-0.122766,-0.058033,-0.034051,-0.095646,0.053484,0.002807,0.003804,-0.040556,0.038186,-0.012943,-0.008184,-0.046127,-0.029627,0.01197,0.233436,-0.057104,-0.076062,-0.035006,-0.067494,-0.087707,-0.073245,-0.134218,-0.071178,0.018816,0.039793,0.01347,0.01696,-0.069082,-0.087604,-0.031612,-0.077399,0.016975,0.091794,-0.071728,-0.000436,0.031904,-0.035407,0.048425,0.32585,-0.085216,-0.058728,-0.033018,-0.094531,0.132439,0.028533,0.173675,0.143114,0.004014,-0.023101,-0.05127,-0.033845,-0.058967,0.079891,-0.005184,-0.074793,-0.091709,0.069003,0.028877,-0.025855,-0.08802,-0.077927,-0.088052,-0.090102,-0.060632,0.271428,0.231225,0.2725,-0.037864,0.054367,-0.089915,-0.084302,-0.088581,-0.088146,0.09458,0.002807,0.308444,-0.016131,-0.09737,0,0,1,1,0,0,0,0,0,0,0,1,1,1
0.102568,0.087825,0.066325,0.028459,0.01411,0.029232,-0.030793,0.028425,0.038047,-0.083256,0.041998,0.051925,0.089802,0.076899,0.01032,0.051509,-0.04602,-0.032843,-0.025924,0.014836,-0.007076,-0.026385,-0.042742,0.005368,0.050647,-0.017452,-0.111683,0.002282,0.004628,-0.023286,-0.039092,0.026892,0.327858,0.045219,-0.097119,-0.418802,-0.060303,-0.046113,0.020972,-0.015386,-0.03428,0.097781,0.117695,-0.061307,0.014746,-0.083054,-0.147761,-0.047664,-0.019009,0.009446,-0.057782,-0.060865,-0.093871,-0.090942,-0.109391,-0.058854,0.003829,-0.021542,0.085486,0.061253,0.087034,0.008734,0.130192,0.084568,-0.0741,-0.10482,-0.05013,-0.147795,0.117057,0.033438,0.144597,0.149079,-0.016798,0.045365,0.086377,0.016145,-0.016338,0.048156,0.004925,-0.053602,-0.070854,0.189397,-0.070253,0.175229,-0.063877,-0.062825,0.068585,-0.072422,-0.076093,0.301583,0.24606,-0.061948,-0.055277,-0.069606,0.257575,-0.027142,-0.06867,-0.02386,0.024378,-0.077908,-0.055189,-0.00668,-0.125149,0,0,0,0,1,1,0,1,1,0,0,0,0,0
0.023366,0.028185,0.080947,-0.001487,0.071368,-0.005361,0.105786,-0.041916,0.011706,0.006882,-0.035225,-0.085011,0.047795,0.148488,0.035756,-0.091801,0.017602,0.019946,0.073672,0.097672,0.063768,0.032165,-0.010614,-0.011432,-0.13678,-0.15357,-0.115744,-0.10643,-0.202125,-0.165692,-0.086623,-0.129385,0.094388,0.035223,0.073997,0.115782,0.133451,0.128357,0.039719,0.014282,0.061589,0.131793,0.131784,-0.135709,0.043955,0.017916,0.032889,-0.097386,-0.137223,-0.096259,-0.080713,-0.13721,-0.155199,-0.036037,-0.022411,-0.12962,-0.064913,-0.007939,0.047914,0.098416,0.019346,-0.038689,0.109376,0.310469,-0.094948,-0.09475,0.031412,0.049778,-0.029428,0.038824,-0.030712,-0.062865,-0.010581,0.055018,0.100448,0.159642,0.076015,0.007294,0.089245,0.058672,-0.084155,-0.051236,0.07185,-0.022825,-0.078365,0.159808,-0.079497,-0.054528,-0.090186,0.116245,0.181387,-0.056548,-0.089746,-0.013826,-0.03741,-0.059378,-0.055967,-0.059014,0.398492,-0.090738,0.060073,-0.063804,0.001531,0,0,0,0,0,0,0,1,1,0,0,0,0,0
-0.08397,0.226946,0.24265,0.258462,0.142914,0.012846,-0.093141,-0.120337,-0.233443,-0.070911,0.077245,0.217032,0.102389,0.075116,0.038364,-0.105643,-0.076225,-0.10586,-0.124709,-0.068347,-0.091804,-0.002103,0.071217,0.107189,0.088493,-0.013841,-0.060253,0.004813,-0.007007,-0.091995,-0.162958,-0.081523,-0.077738,0.076126,0.120192,-0.107465,-0.202284,-0.227601,0.054964,0.019016,-0.017633,-0.102919,-0.209487,-0.127705,0.002972,-0.075543,-0.032894,-0.025099,0.046858,0.088044,0.107074,0.120873,0.072657,0.00014,0.130976,0.049973,0.058394,0.016544,-0.096969,-0.012453,0.019706,0.08875,0.01047,0.027146,-0.014455,-0.011466,-0.055294,0.00052,-0.078846,0.046674,0.043113,-0.012914,-0.018211,-0.023063,-0.053254,-0.051331,0.008747,-0.086181,0.00315,-0.06523,-0.066067,0.167389,-0.077167,0.097817,0.084079,0.084245,0.13471,-0.079844,-0.078344,-0.097009,-0.098624,0.050333,-0.078136,0.071311,-0.052589,0.128835,-0.049641,-0.0488,-0.061724,0.153563,-0.084404,-0.052961,0.015112,0,1,1,0,0,0,0,0,1,1,1,1,1,0
0.043371,-0.034799,0.098334,-0.055565,0.083672,-0.02644,0.095431,0.167043,0.056012,0.02036,-0.023938,0.10551,0.048812,0.122159,-0.026844,0.184045,-0.034816,0.107941,-0.062186,0.004976,-0.005867,-0.109186,-0.017981,0.013106,-0.052749,-0.137634,-0.04388,-0.075413,-0.094308,-0.064899,-0.017192,-0.103963,0.04171,-0.019923,0.006167,-0.096757,-0.231592,-0.039348,-0.099308,0.208613,0.254281,-0.203547,-0.022913,0.163521,-0.316569,-0.021982,-0.204123,0.074176,-0.02097,0.004463,0.014859,0.007574,0.048732,-0.068049,0.070501,0.019185,0.079702,0.051983,0.248223,-0.067853,0.071517,0.001017,-0.096156,0.087946,0.018966,-0.004614,-0.007124,0.009548,0.072037,0.149522,-0.048236,0.06771,-0.092127,0.143918,-0.137213,-0.090846,-0.127224,-0.027698,0.013118,-0.019241,-0.038853,-0.055265,-0.041038,-0.06052,-0.025008,-0.023651,-0.030653,-0.046532,-0.042495,0.180584,0.308175,-0.036858,-0.049807,-0.029883,0.102042,-0.034733,-0.038221,-0.038517,-0.03025,-0.0119,-0.042066,-0.003919,0.057223,0,0,0,0,1,1,1,1,1,0,0,1,1,0
0.034675,0.004975,0.028467,-0.048389,0.005914,-0.024605,0.102683,0.020303,0.027428,-0.053318,-0.061318,-0.078412,-0.004558,0.057167,-0.04855,-0.064451,-0.082307,-0.143634,0.008916,-0.032472,-0.13948,-0.028254,-0.072802,-0.093101,-0.102283,-0.058808,-0.029089,-0.078486,0.054068,0.022843,0.030177,-0.060921,-0.000351,-0.066951,-0.030976,0.081083,0.133133,0.143927,0.18252,0.070038,0.091336,0.084504,0.187794,0.10462,0.063807,0.238642,0.252405,-0.04203,-0.171643,-0.112578,-0.101798,-0.108063,-0.113531,-0.060833,-0.006244,-0.046155,-0.100325,-0.059036,-0.017495,0.061018,0.100973,0.043916,0.034126,0.058724,-0.048094,0.012389,0.049459,-0.005569,0.046964,0.110433,0.047566,-0.058717,-0.114451,-0.056726,-0.10167,-0.051694,0.099963,0.055254,0.064525,-0.039071,-0.098036,0.045189,0.045712,0.122155,0.374928,-0.029189,-0.094994,-0.088791,0.047809,0.04687,-0.002443,-0.081068,0.140465,-0.104588,0.128694,0.298193,-0.094602,-0.004711,0.065907,-0.102536,-0.105728,-0.084395,-0.159365,0,0,0,0,0,0,0,1,1,0,0,0,0,0
-0.017115,-0.083752,0.082322,0.067237,0.129817,0.061697,0.124806,0.054184,0.015575,-0.027777,-0.033885,-0.035291,0.063583,0.032289,0.031898,-0.087853,0.010616,0.052882,-0.107089,-0.055607,-0.023833,0.082228,0.194832,0.212786,0.096627,0.121884,-0.009275,0.041976,0.156393,-0.025579,-0.239509,-0.003758,-0.121879,-0.03993,-0.177882,0.080604,-0.007713,0.007294,-0.09449,-0.096581,-0.029098,-0.057524,-0.087883,0.066792,-0.152107,0.067681,-0.144551,-0.119484,0.073307,0.074176,0.036687,0.006807,0.023088,-0.030064,0.049767,-0.088048,0.095043,0.144529,0.001551,-0.107827,-0.006902,-0.071255,-0.060658,0.167017,0.045368,-0.109866,-0.056677,-0.000648,0.04741,0.070416,0.087034,0.064459,-6.4e-05,-0.058967,0.031533,-0.10629,-0.028329,-0.079714,-0.131736,-0.031628,-0.050039,-0.066058,0.319208,-0.078759,0.060806,-0.038197,-0.043138,-0.05533,0.295974,-0.069024,0.153018,-0.048855,-0.059082,-0.044538,-0.048544,-0.045273,-0.048844,-0.048961,-0.042138,-0.059442,0.324425,-0.020496,-0.087441,1,1,0,0,1,1,0,1,1,0,0,1,1,0
-0.059665,-0.101151,-0.072476,-0.141541,-0.057432,-0.082922,0.035561,-0.08367,-0.049562,-0.008049,-0.094634,-0.062068,-0.004219,-0.058144,0.001184,-0.127604,-0.056608,0.087622,-0.055889,-0.141671,-0.098797,-0.119516,-0.077125,0.014491,-0.077897,-0.027937,-0.010849,-0.035006,-0.004521,-0.057405,-0.076197,-0.032074,-0.027226,-0.073595,0.001648,0.063811,0.04166,0.042366,0.01839,-0.042855,-0.008217,-0.081669,-0.038537,-0.153098,-0.064975,-0.19681,-0.07877,-0.064763,0.023865,0.068467,0.303906,0.351249,0.372972,-0.116424,0.352667,0.290569,0.046044,0.058801,-0.066022,-0.041068,-0.103912,-0.130331,-0.058914,-0.09862,0.001847,-0.07138,0.017507,-0.052433,-0.037381,-0.088702,-0.070846,-0.008499,0.011889,0.012666,0.07058,0.123437,0.066184,0.007149,-0.013246,0.008853,-0.000834,-0.044039,-0.027834,-0.059884,0.020479,0.025531,-0.009398,-0.03716,-0.024282,-0.044184,-0.044609,0.006299,-0.032455,-0.003416,-0.00312,-0.015002,-0.01318,-0.019435,0.001225,-0.040336,-0.023946,0.033444,0.150104,1,1,0,0,0,0,0,1,1,0,0,0,0,0
