@relation flags_ml_3

@attribute landmass character
@attribute zone character
@attribute area numeric
@attribute population numeric
@attribute language character
@attribute religion character
@attribute bars numeric
@attribute stripes numeric
@attribute colours numeric
@attribute circles numeric
@attribute crosses numeric
@attribute saltires numeric
@attribute quarters numeric
@attribute sunstars numeric
@attribute crescent character
@attribute triangle character
@attribute icon character
@attribute animate character
@attribute text character
@attribute red {0,1}
@attribute green {0,1}
@attribute blue {0,1}
@attribute yellow {0,1}
@attribute white {0,1}
@attribute black {0,1}
@attribute orange {0,1}

@data
5,1,  47,   1,10,3,0, 0,4,4,0,0,0, 0,0,0,0,1,0,1,0,0,0,1,1,1
1,4,1973,  77,2,0,3, 0,4,0,0,0,0, 0,0,0,0,1,0,1,1,0,0,1,0,1
4,3,   0,   0,1,1,0, 0,7,0,1,1,1, 0,0,0,1,0,0,1,1,1,1,1,0,1
3,1,  31,  10,6,0,3, 0,3,0,0,0,0, 0,0,0,0,0,0,1,0,0,1,0,1,0
2,4, 215,   1,1,4,0, 0,5,0,0,0,0, 0,0,1,0,0,0,1,1,0,1,1,1,0
3,1,   0,   0,10,0,2, 0,3,0,1,0,0, 0,0,0,1,0,0,1,0,0,0,1,1,0
1,4,   0,   0,1,1,0, 0,4,0,0,0,0, 0,0,1,0,0,0,0,0,1,1,1,1,0
2,3,8512, 119,6,0,0, 0,4,1,0,0,0,22,0,0,0,0,1,0,1,1,1,1,0,0
5,1,9561,1008,7,6,0, 0,2,0,0,0,0, 5,0,0,0,0,0,1,0,0,1,0,0,0
4,4, 246,   6,3,2,3, 0,3,0,0,0,0, 0,0,0,0,0,0,1,1,0,1,0,0,0
6,3,   0,   0,1,1,0, 0,4,1,1,1,1, 5,0,0,0,0,0,1,0,1,1,1,0,0
6,2,   0,   0,1,1,0, 0,5,0,1,1,1, 9,0,0,0,0,0,1,0,1,1,1,0,0
5,1, 143,  90,6,2,0, 0,2,1,0,0,0, 0,0,0,0,0,0,1,1,0,0,0,0,0
4,1,  22,   0,3,2,0, 0,4,0,0,0,0, 1,0,1,0,0,0,1,1,1,0,1,0,0
4,4, 323,   7,3,5,3, 0,3,0,0,0,0, 0,0,0,0,0,0,1,1,0,0,1,0,0
5,1, 804,  84,6,2,1, 0,2,0,0,0,0, 1,1,0,0,0,0,0,1,0,0,1,0,0
3,1, 337,   5,9,1,0, 0,2,0,1,0,0, 0,0,0,0,0,0,0,0,1,0,1,0,0
3,4, 103,   0,6,1,0, 0,3,0,1,0,0, 0,0,0,0,0,0,1,0,1,0,1,0,0
1,4, 128,   3,2,0,0, 3,2,0,0,0,0, 0,0,0,0,0,0,0,0,1,0,1,0,0
1,4,9363, 231,1,1,0,13,3,0,0,0,1,50,0,0,0,0,0,1,0,1,0,1,0,0
